clean_id,noise_id,category,snr_db,seed,output_path,clean_ref_path,subtype,duration_sec,achieved_snr_db,snr_dev_db,norm_factor,rir_rt60_sec,clip_frac
2277-149874-0001.flac,1-172649-D-40.wav,non_stationary,-5.0,159,data/mixtures\mix_non_stationary_helicopter_-5dB_0117.wav,data/mixtures\clean_ref_non_stationary_helicopter_-5dB_0117.wav,helicopter,7.04,-5.0,0.0,1.0,0.0,1.0
2277-149896-0025.flac,2-37806-C-40.wav,non_stationary,-5.0,151,data/mixtures\mix_non_stationary_helicopter_-5dB_0109.wav,data/mixtures\clean_ref_non_stationary_helicopter_-5dB_0109.wav,helicopter,3.4,-5.0,0.0,1.0,0.0,1.0
2277-149896-0019.flac,babble_crowd_007.wav,non_stationary,-5.0,155,data/mixtures\mix_non_stationary_crowd_-5dB_0113.wav,data/mixtures\clean_ref_non_stationary_crowd_-5dB_0113.wav,crowd,3.56,-5.0,0.0,0.997613,0.0,1.0
2277-149897-0013.flac,1-172649-C-40.wav,non_stationary,-5.0,154,data/mixtures\mix_non_stationary_helicopter_-5dB_0112.wav,data/mixtures\clean_ref_non_stationary_helicopter_-5dB_0112.wav,helicopter,4.415,-5.0,0.0,1.0,0.0,1.0
2035-152373-0000.flac,1-172649-A-40.wav,non_stationary,0.0,181,data/mixtures\mix_non_stationary_helicopter_0dB_0139.wav,data/mixtures\clean_ref_non_stationary_helicopter_0dB_0139.wav,helicopter,7.875,0.0,0.0,1.0,0.0,1.0
2277-149897-0015.flac,babble_crowd_019.wav,non_stationary,0.0,178,data/mixtures\mix_non_stationary_crowd_0dB_0136.wav,data/mixtures\clean_ref_non_stationary_crowd_0dB_0136.wav,crowd,3.04,0.0,0.0,1.0,0.0,1.0
2035-147961-0016.flac,babble_crowd_009.wav,non_stationary,0.0,165,data/mixtures\mix_non_stationary_crowd_0dB_0123.wav,data/mixtures\clean_ref_non_stationary_crowd_0dB_0123.wav,crowd,3.265,-0.0,0.0,0.99737,0.0,1.0
2277-149896-0011.flac,babble_crowd_011.wav,non_stationary,0.0,171,data/mixtures\mix_non_stationary_crowd_0dB_0129.wav,data/mixtures\clean_ref_non_stationary_crowd_0dB_0129.wav,crowd,4.465,0.0,0.0,1.0,0.0,1.0
2277-149874-0021.flac,4-175000-C-40.wav,non_stationary,5.0,193,data/mixtures\mix_non_stationary_helicopter_5dB_0151.wav,data/mixtures\clean_ref_non_stationary_helicopter_5dB_0151.wav,helicopter,2.985,5.0,0.0,1.0,0.0,1.0
2277-149897-0009.flac,5-191131-A-40.wav,non_stationary,5.0,188,data/mixtures\mix_non_stationary_helicopter_5dB_0146.wav,data/mixtures\clean_ref_non_stationary_helicopter_5dB_0146.wav,helicopter,3.725,5.0,0.0,1.0,0.0,1.0
2035-147960-0001.flac,3-154926-B-40.wav,non_stationary,5.0,185,data/mixtures\mix_non_stationary_helicopter_5dB_0143.wav,data/mixtures\clean_ref_non_stationary_helicopter_5dB_0143.wav,helicopter,3.925,5.0,0.0,1.0,0.0,1.0
2277-149896-0023.flac,babble_crowd_010.wav,non_stationary,5.0,200,data/mixtures\mix_non_stationary_crowd_5dB_0158.wav,data/mixtures\clean_ref_non_stationary_crowd_5dB_0158.wav,crowd,3.89,5.0,0.0,1.0,0.0,1.0
2035-147961-0010.flac,2-188822-A-40.wav,non_stationary,10.0,205,data/mixtures\mix_non_stationary_helicopter_10dB_0163.wav,data/mixtures\clean_ref_non_stationary_helicopter_10dB_0163.wav,helicopter,2.91,10.0,0.0,1.0,0.0,1.0
2277-149897-0030.flac,2-188822-C-40.wav,non_stationary,10.0,210,data/mixtures\mix_non_stationary_helicopter_10dB_0168.wav,data/mixtures\clean_ref_non_stationary_helicopter_10dB_0168.wav,helicopter,2.55,10.0,0.0,1.0,0.0,1.0
2035-147960-0001.flac,babble_crowd_006.wav,non_stationary,10.0,211,data/mixtures\mix_non_stationary_crowd_10dB_0169.wav,data/mixtures\clean_ref_non_stationary_crowd_10dB_0169.wav,crowd,3.925,10.0,0.0,1.0,0.0,1.0
2035-147961-0008.flac,babble_crowd_008.wav,non_stationary,10.0,207,data/mixtures\mix_non_stationary_crowd_10dB_0165.wav,data/mixtures\clean_ref_non_stationary_crowd_10dB_0165.wav,crowd,4.25,10.0,0.0,1.0,0.0,1.0
2277-149896-0000.flac,4-175000-A-40.wav,non_stationary,15.0,231,data/mixtures\mix_non_stationary_helicopter_15dB_0189.wav,data/mixtures\clean_ref_non_stationary_helicopter_15dB_0189.wav,helicopter,6.59,15.0,0.0,1.0,0.0,1.0
2277-149896-0025.flac,babble_crowd_003.wav,non_stationary,15.0,228,data/mixtures\mix_non_stationary_crowd_15dB_0186.wav,data/mixtures\clean_ref_non_stationary_crowd_15dB_0186.wav,crowd,3.4,15.0,0.0,1.0,0.0,1.0
2277-149897-0023.flac,2-37806-C-40.wav,non_stationary,15.0,230,data/mixtures\mix_non_stationary_helicopter_15dB_0188.wav,data/mixtures\clean_ref_non_stationary_helicopter_15dB_0188.wav,helicopter,3.31,15.0,0.0,1.0,0.0,1.0
2277-149897-0014.flac,2-37806-D-40.wav,non_stationary,15.0,238,data/mixtures\mix_non_stationary_helicopter_15dB_0196.wav,data/mixtures\clean_ref_non_stationary_helicopter_15dB_0196.wav,helicopter,4.62,15.0,0.0,1.0,0.0,1.0
